zurich,-0.06719923,-0.13831401
zuliani,-0.64391065,0.5276158
zloti,0.5074179,-0.7337749
zimbabw,0.98824286,0.8890989
zimbab,-0.40110588,0.1568532
zew,-0.3539896,-0.008206606
zentrum,0.5784161,0.2831936
zealand,-0.9850066,0.9035063
zambian,0.95278883,0.86443114
zambia,-0.19838476,-0.294878
zaire,-0.8896618,-0.08603358
zair,0.5194011,0.08836794
yugoslavia,0.81239605,0.6111617
yugoslav,0.21903133,0.01785016
yugo,0.3603983,-0.40360045
yug,0.49159265,-0.45689893
york,-0.4729023,-0.62162614
yield,-0.019332409,-0.96730113
yevgeni,0.59995675,0.31799746
yen,0.2214036,-0.32483435
yearli,-0.23013353,0.16097379
year,-0.4528787,0.39948344
yasuo,-0.8457689,0.1297698
yanno,-0.37593126,0.31996298
xinhua,0.2609887,0.45303822
xianglong,-0.30166316,0.6897769
wrung,-0.47356153,0.94382596
wpi,0.4438517,-0.38391113
worri,-0.5057776,0.63522077
world,-0.4511819,0.4078133
worker,-0.7754202,0.5181148
work,0.46406317,-0.7030461
word,-0.46167493,0.41087103
won,-0.812505,0.2343247
woe,-0.17269635,-0.5766258
wise,0.047668457,0.22745919
winter,-0.6973331,0.3113091
winston,-0.32455015,-0.86170673
william,-0.49816513,0.0300169
widespread,0.6381557,-0.9871783
wider,-0.4681635,0.73150396
widen,0.73767877,0.8800757
wide,-0.86339784,0.6866708
wholesal,-0.9257052,-0.97379375
white,0.8788254,-0.27170515
westphalia,-0.21785831,0.093808174
westfalia,0.5874214,0.87361574
west,-0.069731474,-0.44906926
welcom,-0.015080929,-0.18186998
weight,-0.64489484,0.04410386
weigh,-0.043600082,0.7454467
weekli,0.4214344,0.036827087
weekend,0.44807577,0.24052978
week,0.50285363,-0.067795515
wednesdai,-0.852556,0.19966316
weather,-0.85268307,-0.62831616
weaker,0.5445938,0.5973768
weaken,-0.8859086,0.35313392
weak,-0.85379195,0.45062256
wayn,-0.53304815,-0.57415915
wave,0.25632524,-0.39566636
water,-0.08674431,-0.6850891
watch,0.08752465,0.6269102
warn,0.38534093,-0.32443142
warmli,0.5260947,-0.37508345
war,0.9237189,-0.26944017
wall,0.8684671,-0.46499538
wait,-0.9750967,-0.084747076
wage,0.7376249,-0.8455336
vow,-0.49493003,0.06357384
vote,-0.29190254,0.16608071
volatil,-0.35287237,0.14567995
viktor,0.3698721,0.19176602
vigil,-0.55692387,-0.43775463
view,-0.7745085,-0.290318
vietn,0.84530926,0.7524824
vice,0.8006191,0.0805676
venezuelan,0.41570544,-0.15071607
venezuela,-0.98808646,-0.7510452
ven,0.19698477,0.42648315
veget,-0.61792207,-0.16527843
varieti,-0.07751727,-0.6725626
varga,-0.21865845,0.8177264
vanhala,0.18680668,0.7154691
vanguard,-0.6847997,-0.25424695
valeri,0.38888168,-0.95631766
vagnoriu,0.2035191,-0.68355536
ussr,-0.2410996,0.64127207
uruguai,-0.8829534,-0.54289985
uru,0.53470564,0.026410341
urg,0.8235986,0.46781325
urban,-0.8028257,-0.47326207
upward,-0.32053614,-0.8561542
upturn,-0.1282897,0.3249514
upstream,-0.13398814,-0.11331439
updat,-0.18466401,0.35891533
upcom,-0.79965544,0.23176146
upbeat,0.5260813,-0.3278458
unveil,-0.043869734,-0.1345408
unrest,0.15879297,-0.58077383
univers,0.1538198,-0.17749786
unit,0.10518432,0.23072457
union,-0.43925428,0.4214089
unexpectedli,-0.047148943,0.882185
unemploy,-0.9270654,-0.22482848
underscor,0.112868786,0.15154672
underlin,-0.45900202,0.8499994
underli,0.7046964,-0.9418447
unchang,-0.8315449,0.8473227
unch,0.63827014,0.989063
unavoid,0.8889952,0.44214582
unadjust,-0.50753045,-0.6425004
ukrn,0.20578909,0.6405313
ukrain,-0.1058476,-0.8744528
uk,0.22602844,-0.9521587
uganda,0.28103137,-0.3866105
turn,0.9665613,0.28744984
turkm,0.17235065,-0.9356568
turkish,-0.47874904,-0.30473566
turkei,0.7311406,-0.4660678
turk,-0.81411123,-0.38918972
turin,0.3786335,-0.8317244
tunisia,-0.8971827,-0.227427
tunis,-0.68435645,0.20363116
tumbl,-0.53129315,0.3160479
tuesdai,0.77447104,0.8080778
troubl,0.66829085,-0.27971673
triumph,0.04279375,0.020932674
tripl,-0.972965,-0.6811936
trigger,-0.9459119,-0.6233201
triest,-0.3309698,-0.29298162
trent,-0.47571325,-0.96707654
trend,-0.9237573,-0.842417
treasuri,-0.028960228,0.7251065
transpar,0.046903133,0.0025150776
transit,-0.82003593,0.65602994
transform,0.6374576,0.4734161
tradit,-0.36076665,-0.9585173
trader,0.86221886,-0.6711197
trade,-0.39027667,-0.8363998
track,0.7233205,-0.9974592
tough,0.25488782,-0.93084764
total,0.42323852,0.54390335
tortilla,-0.80902004,-0.788609
top,0.031778574,-0.01146698
tool,-0.83248067,0.27795124
told,0.8193116,0.3133545
tokyo,0.23616791,0.23587728
togo,-0.71010184,-0.5414798
todai,-0.97993517,0.6186483
tini,-0.05570841,0.48488474
time,0.23966336,-0.82373095
tighter,0.63318753,-0.9592259
tighten,0.2735381,-0.10366869
tight,-0.9076655,-0.8179419
thursdai,-0.16964316,-0.3259518
threat,-0.8210995,-0.60907364
thiessen,-0.7958565,-0.3715546
thailand,0.8954191,-0.23081732
thail,0.95710015,-0.6951413
