zurich,0.8321438,-0.7516844,-0.8882108
zuliani,0.77906394,-0.82384706,-0.2932005
zloti,-0.35482216,-0.81870866,0.19514489
zimbabw,0.33457828,-0.059072256,0.14694452
zimbab,0.77803206,-0.9144192,-0.01836896
zew,0.19802451,-0.7354348,-0.8057773
zentrum,0.81324244,0.8914113,0.624382
zealand,-0.7495501,-0.116919756,0.59516764
zambian,-0.42550325,0.76292396,0.37909174
zambia,0.21051288,0.419585,0.4774537
zaire,0.24390316,0.36823487,-0.6132107
zair,-0.9553468,-0.38220048,0.10945511
yugoslavia,-0.34753227,-0.96614623,0.02566886
yugoslav,-0.7851727,-0.5569751,-0.026264668
yugo,0.7119069,0.13006139,-0.2373612
yug,0.22826552,-0.80470157,-0.74515986
york,-0.6113267,-0.10867214,0.13310432
yield,-0.6576886,-0.10724449,-0.8783324
yevgeni,-0.5854566,0.7066455,0.6357558
yen,0.97876096,-0.98325014,-0.7721462
yearli,0.4303701,-0.33696222,-0.39272714
year,0.6225071,-0.19252086,0.58719635
yasuo,0.66196966,-0.004903078,0.41628337
yanno,0.6655135,0.515717,-0.8722756
xinhua,0.6359408,-0.73969245,-0.92153716
xianglong,-0.025973558,-0.41597104,0.68615603
wrung,-0.09431934,0.31115723,0.28802013
wpi,-0.78197074,0.9323256,0.562974
worri,-0.9117019,0.18167949,-0.36205935
world,0.028065681,-0.6643324,-0.7875614
worker,-0.63499427,-0.4923942,-0.19802785
work,-0.081664085,-0.35556245,0.44946504
word,0.98919773,-0.73371387,0.42982268
won,0.23985672,-0.09820819,0.8197267
woe,-0.66973543,-0.35449553,-0.14207268
wise,0.65065193,-0.71828437,0.61296034
winter,0.08867979,-0.40835023,-0.5444436
winston,-0.5046568,-0.983531,-0.33972073
william,-0.22420311,0.09761739,-0.9897952
widespread,0.9653485,0.59452176,-0.86528945
wider,-0.104331255,0.61177444,-0.9298105
widen,0.566005,-0.13336825,0.028289318
wide,0.07528305,-0.95255566,0.064151764
wholesal,-0.41639113,-0.11905384,0.18052506
white,0.2002635,-0.11506939,0.29184937
westphalia,0.1784327,0.35895967,-0.47651243
westfalia,-0.86698365,0.5229895,0.7078588
west,-0.68374896,0.01176095,-0.9197774
welcom,0.5806029,0.4879253,-0.6740601
weight,-0.32703614,0.9723537,-0.06176448
weigh,0.81899595,0.840909,0.066231966
weekli,0.45441127,-0.3405552,-0.6690686
weekend,-0.70929384,-0.8862848,0.5277686
week,0.4482484,-0.46747255,-0.26200533
wednesdai,0.25427437,-0.3422463,-0.3929391
weather,0.13362813,0.8612833,-0.45841908
weaker,0.8381705,0.7775538,0.88576293
weaken,-0.95945525,0.5897317,-0.12473345
weak,0.4330778,0.48176694,-0.27018046
wayn,-0.4085436,-0.85357785,-0.9579394
wave,-0.9134221,-0.03607154,0.3595307
water,-0.4352634,0.8017454,-0.956604
watch,0.608263,0.9395814,0.9829955
warn,-0.065220594,0.08213067,-0.5094762
warmli,0.9395747,-0.093197346,0.7647476
war,-0.63772464,-0.11465359,0.22753453
wall,0.21882844,0.4884541,-0.9653454
wait,-0.7684324,-0.5054252,-0.25779486
wage,0.07441425,0.45931196,-0.25403
vow,0.33360577,0.7111988,0.5155308
vote,0.37358928,0.24683738,0.48981094
volatil,-0.09943485,-0.6882076,-0.12243557
viktor,-0.31661296,-0.4465754,-0.61469364
vigil,0.43043947,0.7813437,0.9264803
view,-0.897064,-0.53164816,-0.456846
vietn,-0.2895522,-0.5340383,0.053788424
vice,0.92348504,-0.5936179,0.39905596
venezuelan,-0.06401992,-0.49081993,-0.015671492
venezuela,0.032191277,0.32003045,-0.06684375
ven,0.46715426,0.3468964,0.9304924
veget,0.7835908,0.38929486,0.23858023
varieti,-0.7373867,-0.5883789,-0.7019522
varga,0.73301554,0.26303935,-0.9314289
vanhala,0.49931931,0.5078819,0.9095502
vanguard,0.39461517,-0.39729047,-0.9190092
valeri,-0.84671354,-0.74340844,0.3526771
vagnoriu,0.32421517,-0.54875946,0.78665614
ussr,-0.28034902,-0.5218961,0.7684717
uruguai,0.19250631,-0.36116052,0.8443465
uru,-0.53752804,-0.5285647,-0.9699359
urg,-0.9272461,-0.46234298,0.29419637
urban,-0.12413168,-0.5562072,-0.9503474
upward,0.062488556,0.749737,0.025708437
upturn,0.6484964,-0.11451888,-0.1398263
upstream,-0.69035435,-0.27547264,0.05541444
updat,-0.048158646,0.31993198,-0.3023765
upcom,0.68273664,0.51755047,-0.05037427
upbeat,0.23735476,-0.47509885,0.8970721
unveil,0.16336656,0.41368723,0.36465883
unrest,0.7143965,0.7115841,0.5072608
univers,0.8904822,-0.72252345,-0.14384055
unit,0.160038,-0.20977521,0.026091814
union,0.50960875,-0.3650694,0.40714478
unexpectedli,-0.88135934,-0.853513,0.55350256
unemploy,0.97450495,-0.9692576,0.9839461
underscor,-0.058585644,-0.9160843,0.9069896
underlin,-0.1420052,0.74419904,-0.18426585
underli,0.68910027,-0.78878736,0.1084857
unchang,0.048096657,0.6388111,-0.6503844
unch,-0.39492345,0.9091234,-0.95271015
unavoid,0.026528835,-0.38945794,-0.9954004
unadjust,0.61770654,-0.3065338,0.7658694
ukrn,0.32586575,0.66243625,0.72427773
ukrain,-0.6493902,0.593642,0.0056681633
uk,-0.038756132,-0.08654642,0.44194245
