price,-0.23504455,-0.73076224,-0.9255215
inflat,-0.7210004,-0.112841055,-0.77247363
percent,-0.45678166,-0.8373624,-0.7241776
pct,-0.22054763,-0.9866599,-0.88351303
year,-0.4439799,-0.84146285,-0.7339405999999999
rose,-0.15518795,-1.0830966999999998,-0.91599554
rise,-0.26185010000000003,-0.7931335999999999,-0.88308525
index,-0.3192705,-0.9767173000000001,-0.8005025
consum,-0.8757571,-1.1203504,-0.39720157
produc,0.25883463,-0.80343634,-1.3750563999999998
cpi,-1.0112402,-1.2425821000000001,-0.30135176
bank,-1.0064023000000002,-0.007979168,-0.65467167
month,-0.34895477,-0.91493684,-0.7966307
rate,-0.7923697,-0.16730793,-0.7066140999999999
econom,-0.09859582,0.03440081,-1.3071814
offic,0.05372297,-1.0277157,-1.1202412
fridai,-0.42160815,-0.29470062,-0.91243225
central,-0.46874294,-0.46323112,-0.8115532
tuesdai,-0.5578679,-0.39257956,-0.7718456
wednesdai,-0.68321484,-0.23804112,-0.738449
nation,-0.35857204,-0.9264365,-0.7728924
wholesal,0.032790005,-0.6539520000000001,-1.1935178
fall,-0.5021477,-0.49428500000000003,-0.79230034
hl_consum_cpi,-0.9818177,-1.4476908000000002,-0.30325997
thursdai,-0.5780839,-0.22894746,-0.8171938
hl_statist_produc,0.44751918,-1.1792489,-1.5059844999999998
data,-0.3523889,-0.48139957,-0.9081261999999999
mondai,-0.56918114,-0.45646623,-0.7443148
expect,-0.7357185,-0.27903336,-0.70189005
hl_cpi_percent,-1.0478063,-1.5026059999999999,-0.25900635
show,-0.3144143,-0.58536226,-0.9074639999999999
report,0.009073237,-0.30342078,-1.2728713
april,-0.23640028,-0.6747280999999999,-0.943707
hl_pct_cpi,-0.90707785,-1.5043792,-0.34273854
forecast,-0.5751001,-0.36715588,-0.78338426
feder,-0.21788739,0.11573605,-1.2477314
uk,-0.6556983000000001,0.23897485,-0.990769
fell,-0.08508814,-0.7447824000000001,-1.0444417
june,-0.24849279999999999,-0.95411104,-0.8709884
govern,-0.9085738000000001,-0.007253235,-0.7095437
januari,-0.31641674,-0.8600392,-0.82664025
march,-0.23548868,-0.6865661,-0.9415633
economi,-0.7079259,0.14033337,-0.8957521999999999
februari,-0.21538979999999996,-0.8118655,-0.93005097
juli,-0.13326335,-0.74798566,-1.0045403
hl_rose_produc,0.37192118,-1.3146743,-1.4096203
indic,0.41372433,-0.42108226,-1.6510150000000001
septemb,-0.26185104,-0.78029525,-0.89180773
august,-0.20445429,-0.7751835,-0.94263124
previou,-0.13258666,-0.6785237,-1.0407196
industri,0.037586432,-0.77197045,-1.1673295
hl_year_cpi,-1.0640535,-1.605326,-0.24661239999999998
economist,-0.48857975,-0.22661135,-0.8958067
hl_index_cpi,-1.1005305,-1.4301285,-0.23393196
decemb,-0.26839638,-0.79619294,-0.8904341999999998
analyst,-0.5877669,-0.33645582,-0.7828004
hl_inflat_cpi,-1.1719131,-0.87718266,-0.27349183
novemb,-0.26127273,-0.9508460999999999,-0.8555004999999999
ministri,-0.2956623,-0.9122266,-0.8423398999999999
increas,-0.37044722,-0.46454683,-0.8923681
hl_pct_ppi,0.43206504,-1.2477081,-1.4864888
octob,-0.22331979999999998,-0.7586584,-0.9286190000000001
hl_year_produc,0.32986075,-1.3259411,-1.3633591999999999
growth,-0.8955554,0.39097777,-0.92230225
figur,-0.40499,-0.6898459,-0.7992904000000001
hl_ppi_percent,0.32307842,-1.2813544,-1.3577902
italy,-0.8123617,-1.2827191,-0.40939534
week,-0.17352483,-0.011274876000000001,-1.2348293
higher,-0.45069298,-0.24057652,-0.9124972
hl_ppi_statist,0.38446915,-1.2996860000000001,-1.436057
hl_statist_cpi,-0.82629573,-1.5816133999999997,-0.38167748
bureau,0.017643799999999998,-0.957458,-1.0915933
hl_month_consum,-0.9012909,-1.7113468999999997,-0.32656434
gfr,-0.18022586,-0.49793965,-1.0350852
itali,-0.8144842,-1.3344276000000002,-0.40267790000000003
minist,-1.4684366000000002,-0.39055774,-0.26557329999999996
interest,-1.0827173,0.29660216,-0.76370096
compar,-0.44413275,-0.9969825999999999,-0.7095119000000001
releas,-0.22585623,-0.45245615,-1.033615
low,-0.9439046999999998,0.2994029,-0.8378484
lower,-0.7153535,-0.05030641,-0.8151991
depart,-0.10189927,-0.73387814,-1.043672
state,-0.23479845,-0.91045576,-0.8796951
italian,-0.75113696,-1.4986680000000001,-0.42006686
hl_offic_produc,0.48258704,-1.0250511999999998,-1.5701321000000001
remain,-0.5795354,0.17505279,-1.0111945
german,-0.13218422,-0.67140925,-1.0315229
monthli,-0.08451283,-0.62463105,-1.0814551000000001
hl_rose_cpi,-0.9385258,-1.7312008,-0.29508373
hl_yr_produc,0.403027,-1.4182153,-1.4316336
jan,-0.20274912,-0.9364839,-0.9107632
monetari,-1.3129249,0.40124154,-0.70924973
governor,-1.6931683000000002,0.2485615,-0.4718748
sept,-0.0737466,-0.8590175999999999,-1.0377988999999999
feb,-0.07065423,-0.8407153,-1.0421437
target,-1.6991942999999998,-0.0038265853999999997,-0.34387118
hl_ppi_rise,0.27499115,-1.081193,-1.324283
hl_ppi_rose,0.33405602,-1.3624562,-1.3711957000000001
slow,-0.5088864000000001,-0.47997183,-0.78698134
hl_target,-1.7229580000000002,0.040205076,-0.34893137
earlier,-0.09000705,-0.8948451,-1.0255244000000001
detail,0.5135823,-0.5249776999999999,-1.7442746
hl_rise_cpi,-0.9503826999999999,-1.3502964,-0.3281862
hl_year_ppi,0.3799605,-1.2736828000000002,-1.4435292
hl_month_cpi,-1.0827837,-1.7042985000000002,-0.24768582
financ,-1.0157323,-0.44169497,-0.47319179999999994
hl_central_produc,0.36982727,-1.2205038000000001,-1.4201403000000001
polici,-1.240556,0.5472272,-0.8246993
hl_governor,-1.7896889999999999,0.23833233,-0.42840213
hl_ppi_yr,0.42322737,-1.5283649,-1.4426259
measur,-0.30329904,-0.58471775,-0.91285384
market,-0.6977319000000001,0.39477956,-1.0514139
labor,0.088514365,-0.38071020000000005,-1.3258518
dec,-0.09827885,-0.7423503,-1.0485185
wpi,-0.13118088,-0.7986669,-1.0137755
unchang,-0.22612076,-0.6421842,-0.9638161
british,-0.6870589,0.40269429999999995,-1.0668555
hl_inflat_target,-1.7585471999999998,-0.018628221,-0.31431687
drop,-0.34330618,-0.27698794,-0.9867831
hl_yr_cpi,-0.8581114,-1.7932633000000002,-0.35038435
hl_month_wholesal,-0.07700243,-0.49798223,-1.1338739
nov,-0.10726970400000001,-0.79953194,-1.0237966
hl_offic_consum,-0.70498896,-1.5298239,-0.46400297
hl_inflat_governor,-1.7146983,0.23574975,-0.45977548
end,-0.6839518,-0.34362859999999995,-0.71741015
view,-0.32380137,-0.78810185,-0.8515541
hl_report_produc,0.5885156,-0.54242706,-1.8385452000000002
hl_bank_governor,-1.7018266,0.24707694,-0.46654049999999997
oct,0.032296486,-0.79469633,-1.1393056000000001
fed,-0.88549197,0.57416886,-1.0463841999999999
hl_nation_consum,-0.62760246,-1.331577,-0.5339989
good,-0.10905857,-0.108066514,-1.2338879999999999
cut,-1.2531629,0.09907925,-0.5674842
food,-0.16347165,-0.36624372,-1.1070575
austr,-0.8886165000000001,0.18061,-0.8084876
safr,-0.01544305,-0.20308784,-1.3051205
south,-0.102860875,-0.5438124,-1.1062344
quarter,-0.55911875,-0.35915264,-0.7992728
domest,-0.37330064,-0.25622407,-0.97997564
hl_rate_consum,-0.8111765999999999,-0.9444722,-0.46337062
hl_fridai_produc,0.36251584,-0.80992275,-1.4875546
hl_data_produc,0.074701466,-0.95320463,-1.1658347
hl_minist_percent,-1.4519361000000002,-0.55844325,-0.21534453
hl_central_consum,-0.79971796,-1.219766,-0.43745574
hl_offic_wholesal,0.16400018,-1.0309941999999999,-1.2225682
issu,0.29416546,-0.56508,-1.4757823
servic,-0.22756325,-0.5466038000000001,-0.99482507
continu,-0.93516564,0.20698759,-0.79768735
hl_research,0.14036913,0.40949932,-1.7875862
energi,0.049133804,-0.32182693,-1.3242912
presid,-0.96775967,0.36622265,-0.86082447
hl_industri_produc,0.33314115,-1.3276843999999999,-1.3619355
instant,-0.22736974,-0.8419424000000001,-0.91848016
hl_nation_produc,0.106779955,-1.3075613000000001,-1.1443393
hl_fell_produc,0.44597453,-1.1242716,-1.512648
poll,-0.5852082,-0.5646348000000001,-0.7140576999999999
hl_januari_consum,-0.7577107,-1.4363204,-0.4298906
research,0.20628797,0.28405166,-1.7905788
jap,-0.28973824,-0.17653398,-1.0766323
cost,-0.39997846,-0.22258802,-0.9568597
kei,-0.3941917,-0.13168139999999998,-1.0061182
fin,-0.27742183,-0.85974675,-0.8629954
pol,-0.6287173,-0.93753564,-0.5915935999999999
hl_month_ppi,0.22500713,-0.91204727,-1.3132746000000002
countri,-0.8170078000000001,0.1986384,-0.8639338
hung,-0.50368863,-0.70806473,-0.7183282
retail,-0.26882595,-0.021725467999999998,-1.1511395
spain,-0.98583287,-0.63268375,-0.42327556
nz,-0.9630506,-0.07832868,-0.65453607
india,-0.48375619999999997,-0.5469295999999999,-0.79249483
polish,-0.53884363,-0.94885814,-0.65941966
import,-0.072900064,-0.09420155,-1.2909338
russ,-0.39443368,-0.5952304,-0.8438529
hungari,-0.4742113,-0.86547667,-0.70346636
african,-0.12297075,-0.19825378,-1.2061814
