zurich,0.86162543,0.038490057
zuliani,-0.7883229,0.07696867
zloti,0.967988,-0.72672987
zimbabw,0.22784233,-0.755074
zimbab,0.98715734,0.5860288
zew,0.03409648,0.99595475
zentrum,-0.08116412,-0.63525486
zealand,-0.55083823,-0.13590717
zambian,0.9992299,0.60002565
zambia,-0.42057967,0.269135
zaire,-0.60154414,-0.2809167
zair,-0.5566952,-0.71644783
yugoslavia,-0.9759679,-0.53407145
yugoslav,-0.056981087,0.84728813
yugo,-0.87361455,-0.95606256
yug,0.9244318,0.42615628
york,0.36267352,-0.85671544
yield,-0.7800183,-0.04476428
yevgeni,-0.6574576,0.06277442
yen,-0.38431406,-0.8322432
yearli,-0.6304176,0.3763101
year,-0.578686,0.8550174
yasuo,-0.3045447,0.4191332
yanno,0.31799364,-0.22301388
xinhua,-0.8059776,-0.7934022
xianglong,0.8922968,0.21594238
wrung,-0.29495764,0.9331286
wpi,0.6815269,0.25230527
worri,-0.16552782,-0.4207611
world,-0.103203535,0.12744617
worker,-0.2706368,0.4656284
work,0.6009803,0.4841988
word,0.4164803,-0.17377305
won,-0.95950246,0.42400932
woe,-0.27190065,0.30095077
wise,0.8080895,0.59350014
winter,0.016019106,0.31273293
winston,-0.7122214,0.8375704
william,0.15443802,-0.14945817
widespread,-0.6624732,-0.98565054
wider,0.05840707,-0.28510833
widen,-0.8660059,-0.1359756
wide,-0.13724256,-0.027450562
wholesal,0.6671088,-0.35587716
white,-0.1549964,0.8402369
westphalia,-0.12458849,-0.88499904
westfalia,-0.630924,0.24277401
west,0.0045776367,0.69607496
welcom,0.90617585,0.1289177
weight,0.0747025,0.91310596
weigh,0.070035696,0.774142
weekli,0.26107693,-0.3905449
weekend,0.7523241,-0.67735934
week,0.21517277,-0.7223754
wednesdai,-0.81928945,0.9842284
weather,0.7764995,-0.051689625
weaker,-0.98244715,-0.96849704
weaken,-0.91933656,0.10984516
weak,-0.32411647,-0.84010696
wayn,0.5414102,-0.8200586
wave,-0.5811646,0.25875568
water,0.386343,0.14208674
watch,0.52975345,0.49393725
warn,0.86250234,0.04344845
warmli,-0.66307163,-0.2972672
war,0.1499381,-0.43156266
wall,0.5130625,-0.6397922
wait,-0.23219657,0.9040301
wage,0.4592831,-0.6896148
vow,0.22906923,-0.68588805
vote,0.4277413,-0.20092154
volatil,0.9181905,0.3720379
viktor,0.46074414,0.30380774
vigil,-0.048418283,-0.7056639
view,0.4257958,0.38878608
vietn,0.7513473,-0.10188794
vice,-0.9222472,-0.2676077
venezuelan,0.9933772,0.3883555
venezuela,0.5939114,0.37162948
ven,0.15887165,0.36379004
veget,0.4396162,0.688637
varieti,-0.5890398,-0.5024407
varga,-0.028723478,0.9520078
vanhala,0.3968079,-0.42280197
vanguard,-0.55565906,-0.71898746
valeri,0.17585826,-0.3954401
vagnoriu,-0.87902427,-0.82795477
ussr,-0.55665994,0.40902042
uruguai,-0.72075415,0.15245461
uru,0.75020766,0.7629614
urg,-0.31070757,-0.010560274
urban,0.7554319,-0.6959019
upward,-0.28617072,0.9545667
upturn,0.6037636,0.057446957
upstream,-0.64573,0.7523451
updat,-0.518415,-0.5546396
upcom,-0.1949377,-0.70008016
upbeat,0.7706492,-0.5220797
unveil,-0.53747654,0.54375577
unrest,-0.31105995,-0.69267464
univers,-0.9364011,-0.008312464
unit,0.61047006,-0.18146253
union,0.8852768,0.8764074
unexpectedli,0.53029513,0.7183888
unemploy,0.7300525,-0.73373103
underscor,0.357224,-0.9669552
underlin,-0.7055762,-0.9342067
underli,0.4965248,0.36395288
unchang,-0.07032204,-0.8433521
unch,0.14671206,0.23905873
unavoid,-0.526134,-0.007865667
unadjust,0.7416241,0.6699283
ukrn,-0.14587998,0.2537582
ukrain,0.26003742,-0.024814844
uk,0.34371567,0.56880665
uganda,0.42051148,0.37383676
turn,-0.87216806,0.54160476
turkm,0.123070955,-0.31737947
turkish,0.85373926,-0.44899702
turkei,0.6158395,0.18819189
turk,0.8860688,-0.7865579
turin,-0.8414717,-0.023440361
tunisia,0.44205546,0.68653035
tunis,0.92377186,-0.6221442
tumbl,0.6989796,0.4230764
tuesdai,0.0425539,-0.2214644
troubl,-0.9915614,0.27424932
triumph,0.11193538,-0.8480964
tripl,0.028469324,-0.87287116
trigger,0.32740068,0.71057415
triest,-0.4274342,-0.6612742
trent,0.9213095,-0.8927386
trend,-0.014960289,0.97776127
treasuri,-0.19857788,0.4740069
transpar,-0.13176703,-0.38188362
transit,0.14938617,-0.22607589
transform,0.14635134,-0.76791716
tradit,-0.14260173,-0.5001123
trader,0.29910278,-0.04431033
trade,0.2895496,0.23289609
track,0.17074919,0.12938404
tough,0.62885237,0.8868215
total,-0.9252398,-0.13941002
tortilla,0.3826325,-0.16749835
top,0.9125571,-0.32277608
tool,0.33911657,-0.1575098
told,-0.10382891,-0.96384144
tokyo,-0.2661929,-0.05755925
togo,0.63212466,-0.7182872
todai,-0.33689904,0.87410784
tini,-0.16215777,0.727437
time,0.9184272,0.29730105
tighter,0.5151088,0.35585093
tighten,-0.92294025,0.4151566
tight,0.3012414,0.78656363
thursdai,-0.30052423,-0.09280896
threat,0.06710935,-0.837852
thiessen,0.3002324,-0.08255792
thailand,-0.293705,0.27092814
thail,-0.20958829,0.6085093
thai,0.83985853,-0.48856688
text,0.41560268,0.17252064
term,0.50257325,0.29738688
teodoro,0.9976945,-0.5298307
ten,-0.56196046,0.7620723
televis,0.67742276,-0.5379665
telephon,0.16521716,0.39066625
technic,-0.64339256,-0.7087743
tax,0.9582906,0.94012713
target,0.46360707,0.29587483
tanza,-0.42287612,-0.5857365
tank,0.84976244,0.51809096
tame,0.59494686,-0.8504152
talk,-0.6953225,0.72393703
taiwan,0.4682846,0.1065588
tabl,0.9151361,-0.15810657
switzerland,-0.49123025,-0.47007036
switz,-0.9438617,0.12994528
swing,0.25287056,-0.79055977
swell,-0.80526805,-0.6254692
sweep,-0.99661756,0.66857886
swedish,-0.2440412,-0.7073369
sweden,0.7220719,-0.85020566
swed,0.24881816,-0.84167624
sustain,-0.1537478,-0.90102434
susr,-0.7615211,0.15250373
susan,-0.45335722,-0.09690237
survei,-0.37349606,0.746048
surpris,0.9887929,-0.2952261
surplu,-0.45815897,-0.7740505
surm,0.93236804,0.6450496
surg,0.018519402,0.76347375
suranyi,0.8872824,-0.3694179
support,0.04402876,-0.05319357
suppli,-0.6786976,-0.9678652
sundai,0.52540255,0.859411
summer,0.8107319,0.6394274
summari,-0.31162667,0.10496068
suggest,-0.48869276,0.2952056
suffer,0.10725045,-0.13220096
sudan,-0.884809,0.49895382
succumb,-0.7702472,0.70269394
subdu,0.6191187,-0.6382718
studi,0.94883966,-0.54142
stuck,0.6179905,-0.099622965
stubbornli,-0.2763617,0.81114244
struggl,-0.094136,-0.44285488
strongli,-0.04122877,0.5135455
stronger,0.5883136,0.014942884
strong,0.51068425,-0.59560513
strip,-0.17919564,-0.5649917
strike,0.84580326,0.24889374
strengthen,-0.019382477,-0.07374215
strength,-0.19604206,0.6345408
strateg,0.0881958,-0.0042312145
straight,-0.7826886,-0.17448258
storvik,0.6110172,-0.21341872
store,0.03147316,-0.45458984
